REF_DATE,GEO,Age group
2011-11,Canada,15 to 19 years
2011-12,Canada,15 to 19 years
2012-01,Canada,15 to 19 years
2012-02,Canada,15 to 19 years
2012-03,Canada,15 to 19 years
2012-04,Canada,15 to 19 years
2012-05,Canada,15 to 19 years
2012-06,Canada,15 to 19 years
2012-07,Canada,15 to 19 years
2012-08,Canada,15 to 19 years
2012-09,Canada,15 to 19 years
2012-10,Canada,15 to 19 years
2012-11,Canada,15 to 19 years
2012-12,Canada,15 to 19 years
2013-01,Canada,15 to 19 years
2013-02,Canada,15 to 19 years
2013-03,Canada,15 to 19 years
2013-04,Canada,15 to 19 years
2013-05,Canada,15 to 19 years
2013-06,Canada,15 to 19 years
2013-07,Canada,15 to 19 years
2013-08,Canada,15 to 19 years
2013-09,Canada,15 to 19 years
2013-10,Canada,15 to 19 years
2013-11,Canada,15 to 19 years
2013-12,Canada,15 to 19 years
2014-01,Canada,15 to 19 years
2014-02,Canada,15 to 19 years
2014-03,Canada,15 to 19 years
2014-04,Canada,15 to 19 years
2014-05,Canada,15 to 19 years
2014-06,Canada,15 to 19 years
2014-07,Canada,15 to 19 years
2014-08,Canada,15 to 19 years
2014-09,Canada,15 to 19 years
2014-10,Canada,15 to 19 years
2014-11,Canada,15 to 19 years
2014-12,Canada,15 to 19 years
2015-01,Canada,15 to 19 years
2015-02,Canada,15 to 19 years
2015-03,Canada,15 to 19 years
2015-04,Canada,15 to 19 years
2015-05,Canada,15 to 19 years
2015-06,Canada,15 to 19 years
2015-07,Canada,15 to 19 years
2015-08,Canada,15 to 19 years
2015-09,Canada,15 to 19 years
2015-10,Canada,15 to 19 years
2015-11,Canada,15 to 19 years
2015-12,Canada,15 to 19 years
2016-01,Canada,15 to 19 years
2016-02,Canada,15 to 19 years
2016-03,Canada,15 to 19 years
2016-04,Canada,15 to 19 years
2016-05,Canada,15 to 19 years
2016-06,Canada,15 to 19 years
2016-07,Canada,15 to 19 years
2016-08,Canada,15 to 19 years
2016-09,Canada,15 to 19 years
2016-10,Canada,15 to 19 years
2016-11,Canada,15 to 19 years
2016-12,Canada,15 to 19 years
2017-01,Canada,15 to 19 years
2017-02,Canada,15 to 19 years
2017-03,Canada,15 to 19 years
2017-04,Canada,15 to 19 years
2017-05,Canada,15 to 19 years
2017-06,Canada,15 to 19 years
2017-07,Canada,15 to 19 years
2017-08,Canada,15 to 19 years
2017-09,Canada,15 to 19 years
2017-10,Canada,15 to 19 years
2017-11,Canada,15 to 19 years
2017-12,Canada,15 to 19 years
2018-01,Canada,15 to 19 years
2018-02,Canada,15 to 19 years
2018-03,Canada,15 to 19 years
2018-04,Canada,15 to 19 years
2018-05,Canada,15 to 19 years
2018-06,Canada,15 to 19 years
2018-07,Canada,15 to 19 years
2018-08,Canada,15 to 19 years
2018-09,Canada,15 to 19 years
2018-10,Canada,15 to 19 years
2018-11,Canada,15 to 19 years
2018-12,Canada,15 to 19 years
2019-01,Canada,15 to 19 years
2019-02,Canada,15 to 19 years
2019-03,Canada,15 to 19 years
2019-04,Canada,15 to 19 years
2019-05,Canada,15 to 19 years
2019-06,Canada,15 to 19 years
2019-07,Canada,15 to 19 years
2019-08,Canada,15 to 19 years
2019-09,Canada,15 to 19 years
2019-10,Canada,15 to 19 years
2019-11,Canada,15 to 19 years
2019-12,Canada,15 to 19 years
2020-01,Canada,15 to 19 years
2020-02,Canada,15 to 19 years
2020-03,Canada,15 to 19 years
2020-04,Canada,15 to 19 years
2020-05,Canada,15 to 19 years
2020-06,Canada,15 to 19 years
2020-07,Canada,15 to 19 years
2020-08,Canada,15 to 19 years
2020-09,Canada,15 to 19 years
2020-10,Canada,15 to 19 years
2020-11,Canada,15 to 19 years
2020-12,Canada,15 to 19 years
2021-01,Canada,15 to 19 years
2021-02,Canada,15 to 19 years
2021-03,Canada,15 to 19 years
2021-04,Canada,15 to 19 years
2021-05,Canada,15 to 19 years
2021-06,Canada,15 to 19 years
2021-07,Canada,15 to 19 years
2021-08,Canada,15 to 19 years
2021-09,Canada,15 to 19 years
2021-10,Canada,15 to 19 years
2021-11,Canada,15 to 19 years
2021-12,Canada,15 to 19 years
2022-01,Canada,15 to 19 years
2022-02,Canada,15 to 19 years
2022-03,Canada,15 to 19 years
2022-04,Canada,15 to 19 years
2022-05,Canada,15 to 19 years
2022-06,Canada,15 to 19 years
2022-07,Canada,15 to 19 years
2022-08,Canada,15 to 19 years
2022-09,Canada,15 to 19 years
2022-10,Canada,15 to 19 years
2022-11,Canada,15 to 19 years
2022-12,Canada,15 to 19 years
2023-01,Canada,15 to 19 years
2008-12,Canada,15 to 24 years
2009-01,Canada,15 to 24 years
2009-02,Canada,15 to 24 years
2009-03,Canada,15 to 24 years
2009-04,Canada,15 to 24 years
2009-05,Canada,15 to 24 years
2009-06,Canada,15 to 24 years
2009-07,Canada,15 to 24 years
2009-08,Canada,15 to 24 years
2009-09,Canada,15 to 24 years
2009-10,Canada,15 to 24 years
2009-11,Canada,15 to 24 years
2009-12,Canada,15 to 24 years
2010-01,Canada,15 to 24 years
2010-02,Canada,15 to 24 years
2010-03,Canada,15 to 24 years
2010-04,Canada,15 to 24 years
2010-05,Canada,15 to 24 years
2010-06,Canada,15 to 24 years
2010-07,Canada,15 to 24 years
2010-08,Canada,15 to 24 years
2010-09,Canada,15 to 24 years
2010-10,Canada,15 to 24 years
2010-11,Canada,15 to 24 years
2010-12,Canada,15 to 24 years
2011-01,Canada,15 to 24 years
2011-02,Canada,15 to 24 years
2011-03,Canada,15 to 24 years
2011-04,Canada,15 to 24 years
2011-05,Canada,15 to 24 years
2011-06,Canada,15 to 24 years
2011-07,Canada,15 to 24 years
2011-08,Canada,15 to 24 years
2011-09,Canada,15 to 24 years
2011-10,Canada,15 to 24 years
2011-11,Canada,15 to 24 years
2011-12,Canada,15 to 24 years
2012-01,Canada,15 to 24 years
2012-02,Canada,15 to 24 years
2012-03,Canada,15 to 24 years
2012-04,Canada,15 to 24 years
2012-05,Canada,15 to 24 years
2012-06,Canada,15 to 24 years
2012-07,Canada,15 to 24 years
2012-08,Canada,15 to 24 years
2012-09,Canada,15 to 24 years
2012-10,Canada,15 to 24 years
2012-11,Canada,15 to 24 years
2012-12,Canada,15 to 24 years
2013-01,Canada,15 to 24 years
2013-02,Canada,15 to 24 years
2013-03,Canada,15 to 24 years
2013-04,Canada,15 to 24 years
2013-05,Canada,15 to 24 years
2013-06,Canada,15 to 24 years
2013-07,Canada,15 to 24 years
2013-08,Canada,15 to 24 years
2013-09,Canada,15 to 24 years
2013-10,Canada,15 to 24 years
2013-11,Canada,15 to 24 years
2013-12,Canada,15 to 24 years
2014-01,Canada,15 to 24 years
2014-02,Canada,15 to 24 years
2014-03,Canada,15 to 24 years
2014-04,Canada,15 to 24 years
2014-05,Canada,15 to 24 years
2014-06,Canada,15 to 24 years
2014-07,Canada,15 to 24 years
2014-08,Canada,15 to 24 years
2014-09,Canada,15 to 24 years
2014-10,Canada,15 to 24 years
2014-11,Canada,15 to 24 years
2014-12,Canada,15 to 24 years
2015-01,Canada,15 to 24 years
2015-02,Canada,15 to 24 years
2015-03,Canada,15 to 24 years
2015-04,Canada,15 to 24 years
2015-05,Canada,15 to 24 years
2015-06,Canada,15 to 24 years
2015-07,Canada,15 to 24 years
2015-08,Canada,15 to 24 years
2015-09,Canada,15 to 24 years
2015-10,Canada,15 to 24 years
2015-11,Canada,15 to 24 years
2015-12,Canada,15 to 24 years
2016-01,Canada,15 to 24 years
2016-02,Canada,15 to 24 years
2016-03,Canada,15 to 24 years
2016-04,Canada,15 to 24 years
2016-05,Canada,15 to 24 years
2016-06,Canada,15 to 24 years
2016-07,Canada,15 to 24 years
2016-08,Canada,15 to 24 years
2016-09,Canada,15 to 24 years
2016-10,Canada,15 to 24 years
2016-11,Canada,15 to 24 years
2016-12,Canada,15 to 24 years
2017-01,Canada,15 to 24 years
2017-02,Canada,15 to 24 years
2017-03,Canada,15 to 24 years
2017-04,Canada,15 to 24 years
2017-05,Canada,15 to 24 years
2017-06,Canada,15 to 24 years
2017-07,Canada,15 to 24 years
2017-08,Canada,15 to 24 years
2017-09,Canada,15 to 24 years
2017-10,Canada,15 to 24 years
2017-11,Canada,15 to 24 years
2017-12,Canada,15 to 24 years
2018-01,Canada,15 to 24 years
2018-02,Canada,15 to 24 years
2018-03,Canada,15 to 24 years
2018-04,Canada,15 to 24 years
2018-05,Canada,15 to 24 years
2018-06,Canada,15 to 24 years
2018-07,Canada,15 to 24 years
2018-08,Canada,15 to 24 years
2018-09,Canada,15 to 24 years
2018-10,Canada,15 to 24 years
2018-11,Canada,15 to 24 years
2018-12,Canada,15 to 24 years
2019-01,Canada,15 to 24 years
2019-02,Canada,15 to 24 years
2019-03,Canada,15 to 24 years
2019-04,Canada,15 to 24 years
2019-05,Canada,15 to 24 years
2019-06,Canada,15 to 24 years
2019-07,Canada,15 to 24 years
2019-08,Canada,15 to 24 years
2019-09,Canada,15 to 24 years
2019-10,Canada,15 to 24 years
2019-11,Canada,15 to 24 years
2019-12,Canada,15 to 24 years
2020-01,Canada,15 to 24 years
2020-02,Canada,15 to 24 years
2020-03,Canada,15 to 24 years
2020-04,Canada,15 to 24 years
2020-05,Canada,15 to 24 years
2020-06,Canada,15 to 24 years
2020-07,Canada,15 to 24 years
2020-08,Canada,15 to 24 years
2020-09,Canada,15 to 24 years
2020-10,Canada,15 to 24 years
2020-11,Canada,15 to 24 years
2020-12,Canada,15 to 24 years
2021-01,Canada,15 to 24 years
2021-02,Canada,15 to 24 years
2021-03,Canada,15 to 24 years
2021-04,Canada,15 to 24 years
2021-05,Canada,15 to 24 years
2021-06,Canada,15 to 24 years
2021-07,Canada,15 to 24 years
2021-08,Canada,15 to 24 years
2021-09,Canada,15 to 24 years
2021-10,Canada,15 to 24 years
2021-11,Canada,15 to 24 years
2021-12,Canada,15 to 24 years
2022-01,Canada,15 to 24 years
2022-02,Canada,15 to 24 years
2022-03,Canada,15 to 24 years
2022-04,Canada,15 to 24 years
2022-05,Canada,15 to 24 years
2022-06,Canada,15 to 24 years
2022-07,Canada,15 to 24 years
2022-08,Canada,15 to 24 years
2022-09,Canada,15 to 24 years
2022-10,Canada,15 to 24 years
2022-11,Canada,15 to 24 years
2022-12,Canada,15 to 24 years
2023-01,Canada,15 to 24 years
2008-12,Canada,15 to 64 years
2009-01,Canada,15 to 64 years
2009-02,Canada,15 to 64 years
2009-03,Canada,15 to 64 years
2009-04,Canada,15 to 64 years
2009-05,Canada,15 to 64 years
2009-06,Canada,15 to 64 years
2009-07,Canada,15 to 64 years
2009-08,Canada,15 to 64 years
2009-09,Canada,15 to 64 years
2009-10,Canada,15 to 64 years
2009-11,Canada,15 to 64 years
2009-12,Canada,15 to 64 years
2010-01,Canada,15 to 64 years
2010-02,Canada,15 to 64 years
2010-03,Canada,15 to 64 years
2010-04,Canada,15 to 64 years
2010-05,Canada,15 to 64 years
2010-06,Canada,15 to 64 years
2010-07,Canada,15 to 64 years
2010-08,Canada,15 to 64 years
2010-09,Canada,15 to 64 years
2010-10,Canada,15 to 64 years
2010-11,Canada,15 to 64 years
2010-12,Canada,15 to 64 years
2011-01,Canada,15 to 64 years
2011-02,Canada,15 to 64 years
2011-03,Canada,15 to 64 years
2011-04,Canada,15 to 64 years
2011-05,Canada,15 to 64 years
2011-06,Canada,15 to 64 years
2011-07,Canada,15 to 64 years
2011-08,Canada,15 to 64 years
2011-09,Canada,15 to 64 years
2011-10,Canada,15 to 64 years
2011-11,Canada,15 to 64 years
2011-12,Canada,15 to 64 years
2012-01,Canada,15 to 64 years
2012-02,Canada,15 to 64 years
2012-03,Canada,15 to 64 years
2012-04,Canada,15 to 64 years
2012-05,Canada,15 to 64 years
2012-06,Canada,15 to 64 years
2012-07,Canada,15 to 64 years
2012-08,Canada,15 to 64 years
2012-09,Canada,15 to 64 years
2012-10,Canada,15 to 64 years
2012-11,Canada,15 to 64 years
2012-12,Canada,15 to 64 years
2013-01,Canada,15 to 64 years
2013-02,Canada,15 to 64 years
2013-03,Canada,15 to 64 years
2013-04,Canada,15 to 64 years
2013-05,Canada,15 to 64 years
2013-06,Canada,15 to 64 years
2013-07,Canada,15 to 64 years
2013-08,Canada,15 to 64 years
2013-09,Canada,15 to 64 years
2013-10,Canada,15 to 64 years
2013-11,Canada,15 to 64 years
2013-12,Canada,15 to 64 years
2014-01,Canada,15 to 64 years
2014-02,Canada,15 to 64 years
2014-03,Canada,15 to 64 years
2014-04,Canada,15 to 64 years
2014-05,Canada,15 to 64 years
2014-06,Canada,15 to 64 years
2014-07,Canada,15 to 64 years
2014-08,Canada,15 to 64 years
2014-09,Canada,15 to 64 years
2014-10,Canada,15 to 64 years
2014-11,Canada,15 to 64 years
2014-12,Canada,15 to 64 years
2015-01,Canada,15 to 64 years
2015-02,Canada,15 to 64 years
2015-03,Canada,15 to 64 years
2015-04,Canada,15 to 64 years
2015-05,Canada,15 to 64 years
2015-06,Canada,15 to 64 years
2015-07,Canada,15 to 64 years
2015-08,Canada,15 to 64 years
2015-09,Canada,15 to 64 years
2015-10,Canada,15 to 64 years
2015-11,Canada,15 to 64 years
2015-12,Canada,15 to 64 years
2016-01,Canada,15 to 64 years
2016-02,Canada,15 to 64 years
2016-03,Canada,15 to 64 years
2016-04,Canada,15 to 64 years
2016-05,Canada,15 to 64 years
2016-06,Canada,15 to 64 years
2016-07,Canada,15 to 64 years
2016-08,Canada,15 to 64 years
2016-09,Canada,15 to 64 years
2016-10,Canada,15 to 64 years
2016-11,Canada,15 to 64 years
2016-12,Canada,15 to 64 years
2017-01,Canada,15 to 64 years
2017-02,Canada,15 to 64 years
2017-03,Canada,15 to 64 years
2017-04,Canada,15 to 64 years
2017-05,Canada,15 to 64 years
2017-06,Canada,15 to 64 years
2017-07,Canada,15 to 64 years
2017-08,Canada,15 to 64 years
2017-09,Canada,15 to 64 years
2017-10,Canada,15 to 64 years
2017-11,Canada,15 to 64 years
2017-12,Canada,15 to 64 years
2018-01,Canada,15 to 64 years
2018-02,Canada,15 to 64 years
2018-03,Canada,15 to 64 years
2018-04,Canada,15 to 64 years
2018-05,Canada,15 to 64 years
2018-06,Canada,15 to 64 years
2018-07,Canada,15 to 64 years
2018-08,Canada,15 to 64 years
2018-09,Canada,15 to 64 years
2018-10,Canada,15 to 64 years
2018-11,Canada,15 to 64 years
2018-12,Canada,15 to 64 years
2019-01,Canada,15 to 64 years
2019-02,Canada,15 to 64 years
2019-03,Canada,15 to 64 years
2019-04,Canada,15 to 64 years
2019-05,Canada,15 to 64 years
2019-06,Canada,15 to 64 years
2019-07,Canada,15 to 64 years
2019-08,Canada,15 to 64 years
2019-09,Canada,15 to 64 years
2019-10,Canada,15 to 64 years
2019-11,Canada,15 to 64 years
2019-12,Canada,15 to 64 years
2020-01,Canada,15 to 64 years
2020-02,Canada,15 to 64 years
2020-03,Canada,15 to 64 years
2020-04,Canada,15 to 64 years
2020-05,Canada,15 to 64 years
2020-06,Canada,15 to 64 years
2020-07,Canada,15 to 64 years
2020-08,Canada,15 to 64 years
2020-09,Canada,15 to 64 years
2020-10,Canada,15 to 64 years
2020-11,Canada,15 to 64 years
2020-12,Canada,15 to 64 years
2021-01,Canada,15 to 64 years
2021-02,Canada,15 to 64 years
2021-03,Canada,15 to 64 years
2021-04,Canada,15 to 64 years
2021-05,Canada,15 to 64 years
2021-06,Canada,15 to 64 years
2021-07,Canada,15 to 64 years
2021-08,Canada,15 to 64 years
2021-09,Canada,15 to 64 years
2021-10,Canada,15 to 64 years
2021-11,Canada,15 to 64 years
2021-12,Canada,15 to 64 years
2022-01,Canada,15 to 64 years
2022-02,Canada,15 to 64 years
2022-03,Canada,15 to 64 years
2022-04,Canada,15 to 64 years
2022-05,Canada,15 to 64 years
2022-06,Canada,15 to 64 years
2022-07,Canada,15 to 64 years
2022-08,Canada,15 to 64 years
2022-09,Canada,15 to 64 years
2022-10,Canada,15 to 64 years
2022-11,Canada,15 to 64 years
2022-12,Canada,15 to 64 years
2023-01,Canada,15 to 64 years
2008-12,Canada,15 years and over
2009-01,Canada,15 years and over
2009-02,Canada,15 years and over
2009-03,Canada,15 years and over
2009-04,Canada,15 years and over
2009-05,Canada,15 years and over
2009-06,Canada,15 years and over
2009-07,Canada,15 years and over
2009-08,Canada,15 years and over
2009-09,Canada,15 years and over
2009-10,Canada,15 years and over
2009-11,Canada,15 years and over
2009-12,Canada,15 years and over
2010-01,Canada,15 years and over
2010-02,Canada,15 years and over
2010-03,Canada,15 years and over
2010-04,Canada,15 years and over
2010-05,Canada,15 years and over
2010-06,Canada,15 years and over
2010-07,Canada,15 years and over
2010-08,Canada,15 years and over
2010-09,Canada,15 years and over
2010-10,Canada,15 years and over
2010-11,Canada,15 years and over
2010-12,Canada,15 years and over
2011-01,Canada,15 years and over
2011-02,Canada,15 years and over
2011-03,Canada,15 years and over
2011-04,Canada,15 years and over
2011-05,Canada,15 years and over
2011-06,Canada,15 years and over
2011-07,Canada,15 years and over
2011-08,Canada,15 years and over
2011-09,Canada,15 years and over
2011-10,Canada,15 years and over
2011-11,Canada,15 years and over
2011-12,Canada,15 years and over
2012-01,Canada,15 years and over
2012-02,Canada,15 years and over
2012-03,Canada,15 years and over
2012-04,Canada,15 years and over
2012-05,Canada,15 years and over
2012-06,Canada,15 years and over
2012-07,Canada,15 years and over
2012-08,Canada,15 years and over
2012-09,Canada,15 years and over
2012-10,Canada,15 years and over
2012-11,Canada,15 years and over
2012-12,Canada,15 years and over
2013-01,Canada,15 years and over
2013-02,Canada,15 years and over
2013-03,Canada,15 years and over
2013-04,Canada,15 years and over
2013-05,Canada,15 years and over
2013-06,Canada,15 years and over
2013-07,Canada,15 years and over
2013-08,Canada,15 years and over
2013-09,Canada,15 years and over
2013-10,Canada,15 years and over
2013-11,Canada,15 years and over
2013-12,Canada,15 years and over
2014-01,Canada,15 years and over
2014-02,Canada,15 years and over
2014-03,Canada,15 years and over
2014-04,Canada,15 years and over
2014-05,Canada,15 years and over
2014-06,Canada,15 years and over
2014-07,Canada,15 years and over
2014-08,Canada,15 years and over
2014-09,Canada,15 years and over
2014-10,Canada,15 years and over
2014-11,Canada,15 years and over
2014-12,Canada,15 years and over
2015-01,Canada,15 years and over
2015-02,Canada,15 years and over
2015-03,Canada,15 years and over
2015-04,Canada,15 years and over
2015-05,Canada,15 years and over
2015-06,Canada,15 years and over
2015-07,Canada,15 years and over
2015-08,Canada,15 years and over
2015-09,Canada,15 years and over
2015-10,Canada,15 years and over
2015-11,Canada,15 years and over
2015-12,Canada,15 years and over
2016-01,Canada,15 years and over
2016-02,Canada,15 years and over
2016-03,Canada,15 years and over
2016-04,Canada,15 years and over
2016-05,Canada,15 years and over
2016-06,Canada,15 years and over
2016-07,Canada,15 years and over
2016-08,Canada,15 years and over
2016-09,Canada,15 years and over
2016-10,Canada,15 years and over
2016-11,Canada,15 years and over
2016-12,Canada,15 years and over
2017-01,Canada,15 years and over
2017-02,Canada,15 years and over
2017-03,Canada,15 years and over
2017-04,Canada,15 years and over
2017-05,Canada,15 years and over
2017-06,Canada,15 years and over
2017-07,Canada,15 years and over
2017-08,Canada,15 years and over
2017-09,Canada,15 years and over
2017-10,Canada,15 years and over
2017-11,Canada,15 years and over
2017-12,Canada,15 years and over
2018-01,Canada,15 years and over
2018-02,Canada,15 years and over
2018-03,Canada,15 years and over
2018-04,Canada,15 years and over
2018-05,Canada,15 years and over
2018-06,Canada,15 years and over
2018-07,Canada,15 years and over
2018-08,Canada,15 years and over
2018-09,Canada,15 years and over
2018-10,Canada,15 years and over
2018-11,Canada,15 years and over
2018-12,Canada,15 years and over
2019-01,Canada,15 years and over
2019-02,Canada,15 years and over
2019-03,Canada,15 years and over
2019-04,Canada,15 years and over
2019-05,Canada,15 years and over
2019-06,Canada,15 years and over
2019-07,Canada,15 years and over
2019-08,Canada,15 years and over
2019-09,Canada,15 years and over
2019-10,Canada,15 years and over
2019-11,Canada,15 years and over
2019-12,Canada,15 years and over
2020-01,Canada,15 years and over
2020-02,Canada,15 years and over
2020-03,Canada,15 years and over
2020-04,Canada,15 years and over
2020-05,Canada,15 years and over
2020-06,Canada,15 years and over
2020-07,Canada,15 years and over
2020-08,Canada,15 years and over
2020-09,Canada,15 years and over
2020-10,Canada,15 years and over
2020-11,Canada,15 years and over
2020-12,Canada,15 years and over
2021-01,Canada,15 years and over
2021-02,Canada,15 years and over
2021-03,Canada,15 years and over
2021-04,Canada,15 years and over
2021-05,Canada,15 years and over
2021-06,Canada,15 years and over
2021-07,Canada,15 years and over
2021-08,Canada,15 years and over
2021-09,Canada,15 years and over
2021-10,Canada,15 years and over
2021-11,Canada,15 years and over
2021-12,Canada,15 years and over
2022-01,Canada,15 years and over
2022-02,Canada,15 years and over
2022-03,Canada,15 years and over
2022-04,Canada,15 years and over
2022-05,Canada,15 years and over
2022-06,Canada,15 years and over
2022-07,Canada,15 years and over
2022-08,Canada,15 years and over
2022-09,Canada,15 years and over
2022-10,Canada,15 years and over
2022-11,Canada,15 years and over
2022-12,Canada,15 years and over
2023-01,Canada,15 years and over
2008-12,Canada,20 to 24 years
2009-01,Canada,20 to 24 years
2009-02,Canada,20 to 24 years
2009-03,Canada,20 to 24 years
2009-04,Canada,20 to 24 years
2009-05,Canada,20 to 24 years
2009-06,Canada,20 to 24 years
2009-07,Canada,20 to 24 years
2009-08,Canada,20 to 24 years
2009-09,Canada,20 to 24 years
2009-10,Canada,20 to 24 years
2009-11,Canada,20 to 24 years
2009-12,Canada,20 to 24 years
2010-01,Canada,20 to 24 years
2010-02,Canada,20 to 24 years
2010-03,Canada,20 to 24 years
2010-04,Canada,20 to 24 years
2010-05,Canada,20 to 24 years
2010-06,Canada,20 to 24 years
2010-07,Canada,20 to 24 years
2010-08,Canada,20 to 24 years
2010-09,Canada,20 to 24 years
2010-10,Canada,20 to 24 years
2010-11,Canada,20 to 24 years
2010-12,Canada,20 to 24 years
2011-01,Canada,20 to 24 years
2011-02,Canada,20 to 24 years
2011-03,Canada,20 to 24 years
2011-04,Canada,20 to 24 years
2011-05,Canada,20 to 24 years
2011-06,Canada,20 to 24 years
2011-07,Canada,20 to 24 years
2011-08,Canada,20 to 24 years
2011-09,Canada,20 to 24 years
2011-10,Canada,20 to 24 years
2011-11,Canada,20 to 24 years
2011-12,Canada,20 to 24 years
2012-01,Canada,20 to 24 years
2012-02,Canada,20 to 24 years
2012-03,Canada,20 to 24 years
2012-04,Canada,20 to 24 years
2012-05,Canada,20 to 24 years
2012-06,Canada,20 to 24 years
2012-07,Canada,20 to 24 years
2012-08,Canada,20 to 24 years
2012-09,Canada,20 to 24 years
2012-10,Canada,20 to 24 years
2012-11,Canada,20 to 24 years
2012-12,Canada,20 to 24 years
2013-01,Canada,20 to 24 years
2013-02,Canada,20 to 24 years
2013-03,Canada,20 to 24 years
2013-04,Canada,20 to 24 years
2013-05,Canada,20 to 24 years
2013-06,Canada,20 to 24 years
2013-07,Canada,20 to 24 years
2013-08,Canada,20 to 24 years
2013-09,Canada,20 to 24 years
2013-10,Canada,20 to 24 years
2013-11,Canada,20 to 24 years
2013-12,Canada,20 to 24 years
2014-01,Canada,20 to 24 years
2014-02,Canada,20 to 24 years
2014-03,Canada,20 to 24 years
2014-04,Canada,20 to 24 years
2014-05,Canada,20 to 24 years
2014-06,Canada,20 to 24 years
2014-07,Canada,20 to 24 years
2014-08,Canada,20 to 24 years
2014-09,Canada,20 to 24 years
2014-10,Canada,20 to 24 years
2014-11,Canada,20 to 24 years
2014-12,Canada,20 to 24 years
2015-01,Canada,20 to 24 years
2015-02,Canada,20 to 24 years
2015-03,Canada,20 to 24 years
2015-04,Canada,20 to 24 years
2015-05,Canada,20 to 24 years
2015-06,Canada,20 to 24 years
2015-07,Canada,20 to 24 years
2015-08,Canada,20 to 24 years
2015-09,Canada,20 to 24 years
2015-10,Canada,20 to 24 years
2015-11,Canada,20 to 24 years
2015-12,Canada,20 to 24 years
2016-01,Canada,20 to 24 years
2016-02,Canada,20 to 24 years
2016-03,Canada,20 to 24 years
2016-04,Canada,20 to 24 years
2016-05,Canada,20 to 24 years
2016-06,Canada,20 to 24 years
2016-07,Canada,20 to 24 years
2016-08,Canada,20 to 24 years
2016-09,Canada,20 to 24 years
2016-10,Canada,20 to 24 years
2016-11,Canada,20 to 24 years
2016-12,Canada,20 to 24 years
2017-01,Canada,20 to 24 years
2017-02,Canada,20 to 24 years
2017-03,Canada,20 to 24 years
2017-04,Canada,20 to 24 years
2017-05,Canada,20 to 24 years
2017-06,Canada,20 to 24 years
2017-07,Canada,20 to 24 years
2017-08,Canada,20 to 24 years
2017-09,Canada,20 to 24 years
2017-10,Canada,20 to 24 years
2017-11,Canada,20 to 24 years
2017-12,Canada,20 to 24 years
2018-01,Canada,20 to 24 years
2018-02,Canada,20 to 24 years
2018-03,Canada,20 to 24 years
2018-04,Canada,20 to 24 years
2018-05,Canada,20 to 24 years
2018-06,Canada,20 to 24 years
2018-07,Canada,20 to 24 years
2018-08,Canada,20 to 24 years
2018-09,Canada,20 to 24 years
2018-10,Canada,20 to 24 years
2018-11,Canada,20 to 24 years
2018-12,Canada,20 to 24 years
2019-01,Canada,20 to 24 years
2019-02,Canada,20 to 24 years
2019-03,Canada,20 to 24 years
2019-04,Canada,20 to 24 years
2019-05,Canada,20 to 24 years
2019-06,Canada,20 to 24 years
2019-07,Canada,20 to 24 years
2019-08,Canada,20 to 24 years
2019-09,Canada,20 to 24 years
2019-10,Canada,20 to 24 years
2019-11,Canada,20 to 24 years
2019-12,Canada,20 to 24 years
2020-01,Canada,20 to 24 years
2020-02,Canada,20 to 24 years
2020-03,Canada,20 to 24 years
2020-04,Canada,20 to 24 years
2020-05,Canada,20 to 24 years
2020-06,Canada,20 to 24 years
2020-07,Canada,20 to 24 years
2020-08,Canada,20 to 24 years
2020-09,Canada,20 to 24 years
2020-10,Canada,20 to 24 years
2020-11,Canada,20 to 24 years
2020-12,Canada,20 to 24 years
2021-01,Canada,20 to 24 years
2021-02,Canada,20 to 24 years
2021-03,Canada,20 to 24 years
2021-04,Canada,20 to 24 years
2021-05,Canada,20 to 24 years
2021-06,Canada,20 to 24 years
2021-07,Canada,20 to 24 years
2021-08,Canada,20 to 24 years
2021-09,Canada,20 to 24 years
2021-10,Canada,20 to 24 years
2021-11,Canada,20 to 24 years
2021-12,Canada,20 to 24 years
2022-01,Canada,20 to 24 years
2022-02,Canada,20 to 24 years
2022-03,Canada,20 to 24 years
2022-04,Canada,20 to 24 years
2022-05,Canada,20 to 24 years
2022-06,Canada,20 to 24 years
2022-07,Canada,20 to 24 years
2022-08,Canada,20 to 24 years
2022-09,Canada,20 to 24 years
2022-10,Canada,20 to 24 years
2022-11,Canada,20 to 24 years
2022-12,Canada,20 to 24 years
2023-01,Canada,20 to 24 years
2008-12,Canada,25 to 54 years
2009-01,Canada,25 to 54 years
2009-02,Canada,25 to 54 years
2009-03,Canada,25 to 54 years
2009-04,Canada,25 to 54 years
2009-05,Canada,25 to 54 years
2009-06,Canada,25 to 54 years
2009-07,Canada,25 to 54 years
2009-08,Canada,25 to 54 years
2009-09,Canada,25 to 54 years
2009-10,Canada,25 to 54 years
2009-11,Canada,25 to 54 years
2009-12,Canada,25 to 54 years
2010-01,Canada,25 to 54 years
2010-02,Canada,25 to 54 years
2010-03,Canada,25 to 54 years
2010-04,Canada,25 to 54 years
2010-05,Canada,25 to 54 years
2010-06,Canada,25 to 54 years
2010-07,Canada,25 to 54 years
2010-08,Canada,25 to 54 years
2010-09,Canada,25 to 54 years
2010-10,Canada,25 to 54 years
2010-11,Canada,25 to 54 years
2010-12,Canada,25 to 54 years
2011-01,Canada,25 to 54 years
2011-02,Canada,25 to 54 years
